,Province/State,Country/Region,Lat,Long,ReportDate,ConfirmedCases,Deaths,US_State
2191,Unknown,"Korea, South",36.0,128.0,2020-01-30,4,0,
2192,Unknown,Kuwait,29.5,47.75,2020-01-30,0,0,
2193,Unknown,Kyrgyzstan,41.2044,74.7661,2020-01-30,0,0,
2194,Unknown,Latvia,56.8796,24.6032,2020-01-30,0,0,
2195,Unknown,Lebanon,33.8547,35.8623,2020-01-30,0,0,
2196,Unknown,Liberia,6.4281,-9.4295,2020-01-30,0,0,
2197,Unknown,Liechtenstein,47.14,9.55,2020-01-30,0,0,
2198,Unknown,Lithuania,55.1694,23.8813,2020-01-30,0,0,
2199,Unknown,Luxembourg,49.8153,6.1296,2020-01-30,0,0,
2200,Unknown,Madagascar,-18.7669,46.8691,2020-01-30,0,0,
2201,Unknown,Malaysia,2.5,112.5,2020-01-30,8,0,
2202,Unknown,Maldives,3.2028,73.2207,2020-01-30,0,0,
2203,Unknown,Malta,35.9375,14.3754,2020-01-30,0,0,
2204,Unknown,Mauritania,21.0079,10.9408,2020-01-30,0,0,
2205,Unknown,Mauritius,-20.2,57.5,2020-01-30,0,0,
2206,Unknown,Mexico,23.6345,-102.5528,2020-01-30,0,0,
2207,Unknown,Moldova,47.4116,28.3699,2020-01-30,0,0,
2208,Unknown,Monaco,43.7333,7.4167,2020-01-30,0,0,
2209,Unknown,Mongolia,46.8625,103.8467,2020-01-30,0,0,
2210,Unknown,Montenegro,42.5,19.3,2020-01-30,0,0,
2211,Unknown,Morocco,31.7917,-7.0926,2020-01-30,0,0,
2212,Unknown,Namibia,-22.9576,18.4904,2020-01-30,0,0,
2213,Unknown,Nepal,28.1667,84.25,2020-01-30,1,0,
2214,Aruba,Netherlands,12.5186,-70.0358,2020-01-30,0,0,
2215,Curacao,Netherlands,12.1696,-68.99,2020-01-30,0,0,
2216,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-30,0,0,
2217,Unknown,Netherlands,52.1326,5.2913,2020-01-30,0,0,
2218,Unknown,New Zealand,-40.9006,174.886,2020-01-30,0,0,
2219,Unknown,Nicaragua,12.8654,-85.2072,2020-01-30,0,0,
2220,Unknown,Niger,17.6078,8.0817,2020-01-30,0,0,
2221,Unknown,Nigeria,9.082,8.6753,2020-01-30,0,0,
2222,Unknown,North Macedonia,41.6086,21.7453,2020-01-30,0,0,
2223,Unknown,Norway,60.472,8.4689,2020-01-30,0,0,
2224,Unknown,Oman,21.0,57.0,2020-01-30,0,0,
2225,Unknown,Pakistan,30.3753,69.3451,2020-01-30,0,0,
2226,Unknown,Panama,8.538,-80.7821,2020-01-30,0,0,
2227,Unknown,Papua New Guinea,-6.315,143.9555,2020-01-30,0,0,
2228,Unknown,Paraguay,-23.4425,-58.4438,2020-01-30,0,0,
2229,Unknown,Peru,-9.19,-75.0152,2020-01-30,0,0,
2230,Unknown,Philippines,13.0,122.0,2020-01-30,1,0,
2231,Unknown,Poland,51.9194,19.1451,2020-01-30,0,0,
2232,Unknown,Portugal,39.3999,-8.2245,2020-01-30,0,0,
2233,Unknown,Qatar,25.3548,51.1839,2020-01-30,0,0,
2234,Unknown,Romania,45.9432,24.9668,2020-01-30,0,0,
2235,Unknown,Russia,60.0,90.0,2020-01-30,0,0,
2236,Unknown,Rwanda,-1.9403,29.8739,2020-01-30,0,0,
2237,Unknown,Saint Lucia,13.9094,-60.9789,2020-01-30,0,0,
2238,Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-30,0,0,
2239,Unknown,San Marino,43.9424,12.4578,2020-01-30,0,0,
2240,Unknown,Saudi Arabia,24.0,45.0,2020-01-30,0,0,
2241,Unknown,Senegal,14.4974,-14.4524,2020-01-30,0,0,
2242,Unknown,Serbia,44.0165,21.0059,2020-01-30,0,0,
2243,Unknown,Seychelles,-4.6796,55.492,2020-01-30,0,0,
2244,Unknown,Singapore,1.2833,103.8333,2020-01-30,10,0,
2245,Unknown,Slovakia,48.669,19.699,2020-01-30,0,0,
2246,Unknown,Slovenia,46.1512,14.9955,2020-01-30,0,0,
2247,Unknown,Somalia,5.1521,46.1996,2020-01-30,0,0,
2248,Unknown,South Africa,-30.5595,22.9375,2020-01-30,0,0,
2249,Unknown,Spain,40.0,-4.0,2020-01-30,0,0,
2250,Unknown,Sri Lanka,7.0,81.0,2020-01-30,1,0,
2251,Unknown,Sudan,12.8628,30.2176,2020-01-30,0,0,
2252,Unknown,Suriname,3.9193,-56.0278,2020-01-30,0,0,
2253,Unknown,Sweden,63.0,16.0,2020-01-30,0,0,
2254,Unknown,Switzerland,46.8182,8.2275,2020-01-30,0,0,
2255,Unknown,Taiwan*,23.7,121.0,2020-01-30,9,0,
2256,Unknown,Tanzania,-6.369,34.8888,2020-01-30,0,0,
2257,Unknown,Thailand,15.0,101.0,2020-01-30,14,0,
2258,Unknown,Togo,8.6195,0.8248,2020-01-30,0,0,
2259,Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-01-30,0,0,
2260,Unknown,Tunisia,34.0,9.0,2020-01-30,0,0,
2261,Unknown,Turkey,38.9637,35.2433,2020-01-30,0,0,
2262,Unknown,Uganda,1.0,32.0,2020-01-30,0,0,
2263,Unknown,Ukraine,48.3794,31.1656,2020-01-30,0,0,
2264,Unknown,United Arab Emirates,24.0,54.0,2020-01-30,4,0,
2265,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-30,0,0,
2266,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-30,0,0,
2267,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-30,0,0,
2268,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-30,0,0,
2269,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-30,0,0,
2270,Montserrat,United Kingdom,16.7425,-62.1874,2020-01-30,0,0,
2271,Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-01-30,0,0,
2272,Unknown,Uruguay,-32.5228,-55.7658,2020-01-30,0,0,
2273,Unknown,US,37.0902,-95.7129,2020-01-30,5,0,
2274,Unknown,Uzbekistan,41.3775,64.5853,2020-01-30,0,0,
2275,Unknown,Venezuela,6.4238,-66.5897,2020-01-30,0,0,
2276,Unknown,Vietnam,16.0,108.0,2020-01-30,2,0,
2277,Unknown,Zambia,-15.4167,28.2833,2020-01-30,0,0,
2278,Unknown,Zimbabwe,-20.0,30.0,2020-01-30,0,0,
2279,Diamond Princess,Canada,0.0,0.0,2020-01-30,0,0,
2280,Unknown,Dominica,15.415,-61.371,2020-01-30,0,0,
2281,Unknown,Grenada,12.1165,-61.678999999999995,2020-01-30,0,0,
2282,Unknown,Mozambique,-18.665695,35.529562,2020-01-30,0,0,
2283,Unknown,Syria,34.802075,38.99681500000001,2020-01-30,0,0,
2284,Unknown,Timor-Leste,-8.874217,125.727539,2020-01-30,0,0,
2285,Unknown,Belize,13.1939,-59.5432,2020-01-30,0,0,
2286,Recovered,Canada,0.0,0.0,2020-01-30,0,0,
2287,Unknown,Laos,19.856270000000002,102.495496,2020-01-30,0,0,
2288,Unknown,Libya,26.3351,17.228331,2020-01-30,0,0,
2289,Unknown,West Bank and Gaza,31.9522,35.2332,2020-01-30,0,0,
2290,Unknown,Guinea-Bissau,11.8037,-15.1804,2020-01-30,0,0,
2291,Unknown,Mali,17.570692,-3.996166000000001,2020-01-30,0,0,
2292,Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-30,0,0,
2293,Northwest Territories,Canada,64.8255,-124.8457,2020-01-30,0,0,
2294,Yukon,Canada,64.2823,-135.0,2020-01-30,0,0,
2295,Unknown,Kosovo,42.602636,20.902977,2020-01-30,0,0,
2296,Unknown,Burma,21.9162,95.956,2020-01-30,0,0,
2297,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-30,0,0,
2298,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-30,0,0,
2299,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-30,0,0,
2300,Unknown,MS Zaandam,0.0,0.0,2020-01-30,0,0,
2301,Unknown,Botswana,-22.3285,24.6849,2020-01-30,0,0,
2302,Unknown,Burundi,-3.3731,29.9189,2020-01-30,0,0,
2303,Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-01-30,0,0,
2304,Unknown,Afghanistan,33.0,65.0,2020-01-31,0,0,
2305,Unknown,Albania,41.1533,20.1683,2020-01-31,0,0,
2306,Unknown,Algeria,28.0339,1.6596,2020-01-31,0,0,
2307,Unknown,Andorra,42.5063,1.5218,2020-01-31,0,0,
2308,Unknown,Angola,-11.2027,17.8739,2020-01-31,0,0,
2309,Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0,0,
2310,Unknown,Argentina,-38.4161,-63.6167,2020-01-31,0,0,
2311,Unknown,Armenia,40.0691,45.0382,2020-01-31,0,0,
2312,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-31,0,0,
2313,New South Wales,Australia,-33.8688,151.2093,2020-01-31,4,0,
2314,Northern Territory,Australia,-12.4634,130.8456,2020-01-31,0,0,
2315,Queensland,Australia,-28.0167,153.4,2020-01-31,2,0,
2316,South Australia,Australia,-34.9285,138.6007,2020-01-31,0,0,
2317,Tasmania,Australia,-41.4545,145.9707,2020-01-31,0,0,
2318,Victoria,Australia,-37.8136,144.9631,2020-01-31,3,0,
2319,Western Australia,Australia,-31.9505,115.8605,2020-01-31,0,0,
2320,Unknown,Austria,47.5162,14.5501,2020-01-31,0,0,
2321,Unknown,Azerbaijan,40.1431,47.5769,2020-01-31,0,0,
2322,Unknown,Bahamas,25.0343,-77.3963,2020-01-31,0,0,
2323,Unknown,Bahrain,26.0275,50.55,2020-01-31,0,0,
2324,Unknown,Bangladesh,23.685,90.3563,2020-01-31,0,0,
2325,Unknown,Barbados,13.1939,-59.5432,2020-01-31,0,0,
2326,Unknown,Belarus,53.7098,27.9534,2020-01-31,0,0,
2327,Unknown,Belgium,50.8333,4.0,2020-01-31,0,0,
2328,Unknown,Benin,9.3077,2.3158,2020-01-31,0,0,
2329,Unknown,Bhutan,27.5142,90.4336,2020-01-31,0,0,
2330,Unknown,Bolivia,-16.2902,-63.5887,2020-01-31,0,0,
2331,Unknown,Bosnia and Herzegovina,43.9159,17.6791,2020-01-31,0,0,
2332,Unknown,Brazil,-14.235,-51.9253,2020-01-31,0,0,
2333,Unknown,Brunei,4.5353,114.7277,2020-01-31,0,0,
2334,Unknown,Bulgaria,42.7339,25.4858,2020-01-31,0,0,
2335,Unknown,Burkina Faso,12.2383,-1.5616,2020-01-31,0,0,
2336,Unknown,Cabo Verde,16.5388,-23.0418,2020-01-31,0,0,
2337,Unknown,Cambodia,11.55,104.9167,2020-01-31,1,0,
2338,Unknown,Cameroon,3.8480000000000003,11.5021,2020-01-31,0,0,
2339,Alberta,Canada,53.9333,-116.5765,2020-01-31,0,0,
2340,British Columbia,Canada,49.2827,-123.1207,2020-01-31,1,0,
2341,Grand Princess,Canada,37.6489,-122.6655,2020-01-31,0,0,
2342,Manitoba,Canada,53.7609,-98.8139,2020-01-31,0,0,
2343,New Brunswick,Canada,46.5653,-66.4619,2020-01-31,0,0,
2344,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-31,0,0,
2345,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-01-31,0,0,
2346,Ontario,Canada,51.2538,-85.3232,2020-01-31,3,0,
2347,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-31,0,0,
2348,Quebec,Canada,52.9399,-73.5491,2020-01-31,0,0,
2349,Saskatchewan,Canada,52.9399,-106.4509,2020-01-31,0,0,
2350,Unknown,Central African Republic,6.6111,20.9394,2020-01-31,0,0,
2351,Unknown,Chad,15.4542,18.7322,2020-01-31,0,0,
2352,Unknown,Chile,-35.6751,-71.543,2020-01-31,0,0,
2353,Anhui,China,31.8257,117.2264,2020-01-31,237,0,
2354,Beijing,China,40.1824,116.4142,2020-01-31,139,1,
2355,Chongqing,China,30.0572,107.874,2020-01-31,211,0,
2356,Fujian,China,26.0789,117.9874,2020-01-31,120,0,
2357,Gansu,China,37.8099,101.0583,2020-01-31,29,0,
2358,Guangdong,China,23.3417,113.4244,2020-01-31,436,0,
2359,Guangxi,China,23.8298,108.7881,2020-01-31,87,0,
2360,Guizhou,China,26.8154,106.8748,2020-01-31,29,0,
2361,Hainan,China,19.1959,109.7453,2020-01-31,52,1,
2362,Hebei,China,39.549,116.1306,2020-01-31,82,1,
2363,Heilongjiang,China,47.861999999999995,127.7615,2020-01-31,59,2,
2364,Henan,China,33.882,113.61399999999999,2020-01-31,352,2,
2365,Hong Kong,China,22.3,114.2,2020-01-31,12,0,
2366,Hubei,China,30.9756,112.2707,2020-01-31,5806,204,
2367,Hunan,China,27.6104,111.7088,2020-01-31,332,0,
2368,Inner Mongolia,China,44.0935,113.9448,2020-01-31,20,0,
2369,Jiangsu,China,32.9711,119.455,2020-01-31,168,0,
2370,Jiangxi,China,27.614,115.7221,2020-01-31,240,0,
2371,Jilin,China,43.6661,126.1923,2020-01-31,14,0,
2372,Liaoning,China,41.2956,122.6085,2020-01-31,48,0,
2373,Macau,China,22.1667,113.55,2020-01-31,7,0,
2374,Ningxia,China,37.2692,106.1655,2020-01-31,21,0,
2375,Qinghai,China,35.7452,95.9956,2020-01-31,8,0,
2376,Shaanxi,China,35.1917,108.8701,2020-01-31,87,0,
2377,Shandong,China,36.3427,118.1498,2020-01-31,184,0,
2378,Shanghai,China,31.201999999999998,121.4491,2020-01-31,135,1,
2379,Shanxi,China,37.5777,112.2922,2020-01-31,39,0,
2380,Sichuan,China,30.6171,102.7103,2020-01-31,177,1,
2381,Tianjin,China,39.3054,117.323,2020-01-31,32,0,
2382,Tibet,China,31.6927,88.0924,2020-01-31,1,0,
2383,Xinjiang,China,41.1129,85.2401,2020-01-31,17,0,
2384,Yunnan,China,24.974,101.48700000000001,2020-01-31,83,0,
2385,Zhejiang,China,29.1832,120.0934,2020-01-31,538,0,
2386,Unknown,Colombia,4.5709,-74.2973,2020-01-31,0,0,
2387,Unknown,Congo (Brazzaville),-4.0383,21.7587,2020-01-31,0,0,
2388,Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-01-31,0,0,
2389,Unknown,Costa Rica,9.7489,-83.7534,2020-01-31,0,0,
2390,Unknown,Cote d'Ivoire,7.54,-5.5471,2020-01-31,0,0,
2391,Unknown,Croatia,45.1,15.2,2020-01-31,0,0,
2392,Unknown,Diamond Princess,0.0,0.0,2020-01-31,0,0,
2393,Unknown,Cuba,22.0,-80.0,2020-01-31,0,0,
2394,Unknown,Cyprus,35.1264,33.4299,2020-01-31,0,0,
2395,Unknown,Czechia,49.8175,15.472999999999999,2020-01-31,0,0,
2396,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-31,0,0,
2397,Greenland,Denmark,71.7069,-42.6043,2020-01-31,0,0,
2398,Unknown,Denmark,56.2639,9.5018,2020-01-31,0,0,
2399,Unknown,Djibouti,11.8251,42.5903,2020-01-31,0,0,
2400,Unknown,Dominican Republic,18.7357,-70.1627,2020-01-31,0,0,
2401,Unknown,Ecuador,-1.8312,-78.1834,2020-01-31,0,0,
2402,Unknown,Egypt,26.0,30.0,2020-01-31,0,0,
2403,Unknown,El Salvador,13.7942,-88.8965,2020-01-31,0,0,
2404,Unknown,Equatorial Guinea,1.5,10.0,2020-01-31,0,0,
2405,Unknown,Eritrea,15.1794,39.7823,2020-01-31,0,0,
2406,Unknown,Estonia,58.5953,25.0136,2020-01-31,0,0,
2407,Unknown,Eswatini,-26.5225,31.4659,2020-01-31,0,0,
2408,Unknown,Ethiopia,9.145,40.4897,2020-01-31,0,0,
2409,Unknown,Fiji,-17.7134,178.065,2020-01-31,0,0,
2410,Unknown,Finland,64.0,26.0,2020-01-31,1,0,
2411,French Guiana,France,3.9339,-53.1258,2020-01-31,0,0,
2412,French Polynesia,France,-17.6797,149.4068,2020-01-31,0,0,
2413,Guadeloupe,France,16.25,-61.5833,2020-01-31,0,0,
2414,Mayotte,France,-12.8275,45.1662,2020-01-31,0,0,
2415,New Caledonia,France,-20.9043,165.618,2020-01-31,0,0,
2416,Reunion,France,-21.1351,55.2471,2020-01-31,0,0,
2417,Saint Barthelemy,France,17.9,-62.8333,2020-01-31,0,0,
2418,St Martin,France,18.0708,-63.0501,2020-01-31,0,0,
2419,Martinique,France,14.6415,-61.0242,2020-01-31,0,0,
2420,Unknown,France,46.2276,2.2137,2020-01-31,5,0,
2421,Unknown,Gabon,-0.8037,11.6094,2020-01-31,0,0,
2422,Unknown,Gambia,13.4432,-15.3101,2020-01-31,0,0,
2423,Unknown,Georgia,42.3154,43.3569,2020-01-31,0,0,
2424,Unknown,Germany,51.0,9.0,2020-01-31,5,0,
2425,Unknown,Ghana,7.9465,-1.0232,2020-01-31,0,0,
2426,Unknown,Greece,39.0742,21.8243,2020-01-31,0,0,
2427,Unknown,Guatemala,15.7835,-90.2308,2020-01-31,0,0,
2428,Unknown,Guinea,9.9456,-9.6966,2020-01-31,0,0,
2429,Unknown,Guyana,5.0,-58.75,2020-01-31,0,0,
2430,Unknown,Haiti,18.9712,-72.2852,2020-01-31,0,0,
2431,Unknown,Holy See,41.9029,12.4534,2020-01-31,0,0,
2432,Unknown,Honduras,15.2,-86.2419,2020-01-31,0,0,
2433,Unknown,Hungary,47.1625,19.5033,2020-01-31,0,0,
2434,Unknown,Iceland,64.9631,-19.0208,2020-01-31,0,0,
2435,Unknown,India,21.0,78.0,2020-01-31,1,0,
2436,Unknown,Indonesia,-0.7893,113.9213,2020-01-31,0,0,
2437,Unknown,Iran,32.0,53.0,2020-01-31,0,0,
2438,Unknown,Iraq,33.0,44.0,2020-01-31,0,0,
2439,Unknown,Ireland,53.1424,-7.6921,2020-01-31,0,0,
2440,Unknown,Israel,31.0,35.0,2020-01-31,0,0,
2441,Unknown,Italy,43.0,12.0,2020-01-31,2,0,
2442,Unknown,Jamaica,18.1096,-77.2975,2020-01-31,0,0,
2443,Unknown,Japan,36.0,138.0,2020-01-31,15,0,
2444,Unknown,Jordan,31.24,36.51,2020-01-31,0,0,
2445,Unknown,Kazakhstan,48.0196,66.9237,2020-01-31,0,0,
2446,Unknown,Kenya,-0.0236,37.9062,2020-01-31,0,0,
2447,Unknown,"Korea, South",36.0,128.0,2020-01-31,11,0,
2448,Unknown,Kuwait,29.5,47.75,2020-01-31,0,0,
2449,Unknown,Kyrgyzstan,41.2044,74.7661,2020-01-31,0,0,
2450,Unknown,Latvia,56.8796,24.6032,2020-01-31,0,0,
2451,Unknown,Lebanon,33.8547,35.8623,2020-01-31,0,0,
2452,Unknown,Liberia,6.4281,-9.4295,2020-01-31,0,0,
2453,Unknown,Liechtenstein,47.14,9.55,2020-01-31,0,0,
2454,Unknown,Lithuania,55.1694,23.8813,2020-01-31,0,0,
2455,Unknown,Luxembourg,49.8153,6.1296,2020-01-31,0,0,
2456,Unknown,Madagascar,-18.7669,46.8691,2020-01-31,0,0,
2457,Unknown,Malaysia,2.5,112.5,2020-01-31,8,0,
2458,Unknown,Maldives,3.2028,73.2207,2020-01-31,0,0,
2459,Unknown,Malta,35.9375,14.3754,2020-01-31,0,0,
2460,Unknown,Mauritania,21.0079,10.9408,2020-01-31,0,0,
2461,Unknown,Mauritius,-20.2,57.5,2020-01-31,0,0,
2462,Unknown,Mexico,23.6345,-102.5528,2020-01-31,0,0,
2463,Unknown,Moldova,47.4116,28.3699,2020-01-31,0,0,
2464,Unknown,Monaco,43.7333,7.4167,2020-01-31,0,0,
2465,Unknown,Mongolia,46.8625,103.8467,2020-01-31,0,0,
2466,Unknown,Montenegro,42.5,19.3,2020-01-31,0,0,
2467,Unknown,Morocco,31.7917,-7.0926,2020-01-31,0,0,
2468,Unknown,Namibia,-22.9576,18.4904,2020-01-31,0,0,
2469,Unknown,Nepal,28.1667,84.25,2020-01-31,1,0,
2470,Aruba,Netherlands,12.5186,-70.0358,2020-01-31,0,0,
2471,Curacao,Netherlands,12.1696,-68.99,2020-01-31,0,0,
2472,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-31,0,0,
2473,Unknown,Netherlands,52.1326,5.2913,2020-01-31,0,0,
2474,Unknown,New Zealand,-40.9006,174.886,2020-01-31,0,0,
2475,Unknown,Nicaragua,12.8654,-85.2072,2020-01-31,0,0,
2476,Unknown,Niger,17.6078,8.0817,2020-01-31,0,0,
2477,Unknown,Nigeria,9.082,8.6753,2020-01-31,0,0,
2478,Unknown,North Macedonia,41.6086,21.7453,2020-01-31,0,0,
2479,Unknown,Norway,60.472,8.4689,2020-01-31,0,0,
2480,Unknown,Oman,21.0,57.0,2020-01-31,0,0,
2481,Unknown,Pakistan,30.3753,69.3451,2020-01-31,0,0,
2482,Unknown,Panama,8.538,-80.7821,2020-01-31,0,0,
2483,Unknown,Papua New Guinea,-6.315,143.9555,2020-01-31,0,0,
2484,Unknown,Paraguay,-23.4425,-58.4438,2020-01-31,0,0,
2485,Unknown,Peru,-9.19,-75.0152,2020-01-31,0,0,
2486,Unknown,Philippines,13.0,122.0,2020-01-31,1,0,
2487,Unknown,Poland,51.9194,19.1451,2020-01-31,0,0,
2488,Unknown,Portugal,39.3999,-8.2245,2020-01-31,0,0,
2489,Unknown,Qatar,25.3548,51.1839,2020-01-31,0,0,
2490,Unknown,Romania,45.9432,24.9668,2020-01-31,0,0,
2491,Unknown,Russia,60.0,90.0,2020-01-31,2,0,
2492,Unknown,Rwanda,-1.9403,29.8739,2020-01-31,0,0,
2493,Unknown,Saint Lucia,13.9094,-60.9789,2020-01-31,0,0,
2494,Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-31,0,0,
2495,Unknown,San Marino,43.9424,12.4578,2020-01-31,0,0,
2496,Unknown,Saudi Arabia,24.0,45.0,2020-01-31,0,0,
2497,Unknown,Senegal,14.4974,-14.4524,2020-01-31,0,0,
2498,Unknown,Serbia,44.0165,21.0059,2020-01-31,0,0,
2499,Unknown,Seychelles,-4.6796,55.492,2020-01-31,0,0,
2500,Unknown,Singapore,1.2833,103.8333,2020-01-31,13,0,
2501,Unknown,Slovakia,48.669,19.699,2020-01-31,0,0,
2502,Unknown,Slovenia,46.1512,14.9955,2020-01-31,0,0,
2503,Unknown,Somalia,5.1521,46.1996,2020-01-31,0,0,
2504,Unknown,South Africa,-30.5595,22.9375,2020-01-31,0,0,
2505,Unknown,Spain,40.0,-4.0,2020-01-31,0,0,
2506,Unknown,Sri Lanka,7.0,81.0,2020-01-31,1,0,
2507,Unknown,Sudan,12.8628,30.2176,2020-01-31,0,0,
2508,Unknown,Suriname,3.9193,-56.0278,2020-01-31,0,0,
2509,Unknown,Sweden,63.0,16.0,2020-01-31,1,0,
2510,Unknown,Switzerland,46.8182,8.2275,2020-01-31,0,0,
2511,Unknown,Taiwan*,23.7,121.0,2020-01-31,10,0,
2512,Unknown,Tanzania,-6.369,34.8888,2020-01-31,0,0,
2513,Unknown,Thailand,15.0,101.0,2020-01-31,19,0,
2514,Unknown,Togo,8.6195,0.8248,2020-01-31,0,0,
2515,Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-01-31,0,0,
2516,Unknown,Tunisia,34.0,9.0,2020-01-31,0,0,
2517,Unknown,Turkey,38.9637,35.2433,2020-01-31,0,0,
2518,Unknown,Uganda,1.0,32.0,2020-01-31,0,0,
2519,Unknown,Ukraine,48.3794,31.1656,2020-01-31,0,0,
2520,Unknown,United Arab Emirates,24.0,54.0,2020-01-31,4,0,
2521,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-31,0,0,
2522,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-31,0,0,
2523,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-31,0,0,
2524,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-31,0,0,
2525,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-31,0,0,
2526,Montserrat,United Kingdom,16.7425,-62.1874,2020-01-31,0,0,
2527,Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-01-31,2,0,
2528,Unknown,Uruguay,-32.5228,-55.7658,2020-01-31,0,0,
2529,Unknown,US,37.0902,-95.7129,2020-01-31,7,0,
2530,Unknown,Uzbekistan,41.3775,64.5853,2020-01-31,0,0,
2531,Unknown,Venezuela,6.4238,-66.5897,2020-01-31,0,0,
2532,Unknown,Vietnam,16.0,108.0,2020-01-31,2,0,
2533,Unknown,Zambia,-15.4167,28.2833,2020-01-31,0,0,
2534,Unknown,Zimbabwe,-20.0,30.0,2020-01-31,0,0,
2535,Diamond Princess,Canada,0.0,0.0,2020-01-31,0,0,
2536,Unknown,Dominica,15.415,-61.371,2020-01-31,0,0,
2537,Unknown,Grenada,12.1165,-61.678999999999995,2020-01-31,0,0,
2538,Unknown,Mozambique,-18.665695,35.529562,2020-01-31,0,0,
2539,Unknown,Syria,34.802075,38.99681500000001,2020-01-31,0,0,
2540,Unknown,Timor-Leste,-8.874217,125.727539,2020-01-31,0,0,
2541,Unknown,Belize,13.1939,-59.5432,2020-01-31,0,0,
2542,Recovered,Canada,0.0,0.0,2020-01-31,0,0,
2543,Unknown,Laos,19.856270000000002,102.495496,2020-01-31,0,0,
2544,Unknown,Libya,26.3351,17.228331,2020-01-31,0,0,
2545,Unknown,West Bank and Gaza,31.9522,35.2332,2020-01-31,0,0,
2546,Unknown,Guinea-Bissau,11.8037,-15.1804,2020-01-31,0,0,
2547,Unknown,Mali,17.570692,-3.996166000000001,2020-01-31,0,0,
2548,Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-31,0,0,
2549,Northwest Territories,Canada,64.8255,-124.8457,2020-01-31,0,0,
2550,Yukon,Canada,64.2823,-135.0,2020-01-31,0,0,
2551,Unknown,Kosovo,42.602636,20.902977,2020-01-31,0,0,
2552,Unknown,Burma,21.9162,95.956,2020-01-31,0,0,
2553,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-31,0,0,
2554,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-31,0,0,
2555,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-31,0,0,
2556,Unknown,MS Zaandam,0.0,0.0,2020-01-31,0,0,
2557,Unknown,Botswana,-22.3285,24.6849,2020-01-31,0,0,
2558,Unknown,Burundi,-3.3731,29.9189,2020-01-31,0,0,
2559,Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-01-31,0,0,
2560,Unknown,Afghanistan,33.0,65.0,2020-02-01,0,0,
2561,Unknown,Albania,41.1533,20.1683,2020-02-01,0,0,
2562,Unknown,Algeria,28.0339,1.6596,2020-02-01,0,0,
2563,Unknown,Andorra,42.5063,1.5218,2020-02-01,0,0,
2564,Unknown,Angola,-11.2027,17.8739,2020-02-01,0,0,
2565,Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0,0,
2566,Unknown,Argentina,-38.4161,-63.6167,2020-02-01,0,0,
2567,Unknown,Armenia,40.0691,45.0382,2020-02-01,0,0,
2568,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-01,0,0,
2569,New South Wales,Australia,-33.8688,151.2093,2020-02-01,4,0,
2570,Northern Territory,Australia,-12.4634,130.8456,2020-02-01,0,0,
2571,Queensland,Australia,-28.0167,153.4,2020-02-01,3,0,
2572,South Australia,Australia,-34.9285,138.6007,2020-02-01,1,0,
2573,Tasmania,Australia,-41.4545,145.9707,2020-02-01,0,0,
2574,Victoria,Australia,-37.8136,144.9631,2020-02-01,4,0,
2575,Western Australia,Australia,-31.9505,115.8605,2020-02-01,0,0,
2576,Unknown,Austria,47.5162,14.5501,2020-02-01,0,0,
2577,Unknown,Azerbaijan,40.1431,47.5769,2020-02-01,0,0,
2578,Unknown,Bahamas,25.0343,-77.3963,2020-02-01,0,0,
